,State.Name,Employment.Type,Position.Name_1,Position.Of.Interest_1
1515,3.0,5.0,123.0,90.0
1516,3.0,5.0,123.0,90.0
1517,3.0,5.0,203.0,90.0
1518,3.0,5.0,123.0,79.0
1519,3.0,5.0,123.0,79.0
1520,3.0,5.0,203.0,79.0
1521,3.0,5.0,123.0,91.0
1522,3.0,5.0,123.0,91.0
1523,3.0,5.0,203.0,91.0
1524,3.0,5.0,123.0,96.0
1525,3.0,5.0,123.0,96.0
1526,3.0,5.0,203.0,96.0
1527,20.0,5.0,292.0,40.0
1528,20.0,5.0,18.0,40.0
1529,20.0,5.0,145.0,40.0
1530,20.0,5.0,292.0,61.0
1531,20.0,5.0,18.0,61.0
1532,20.0,5.0,145.0,61.0
1533,20.0,5.0,292.0,13.0
1534,20.0,5.0,18.0,13.0
1535,20.0,5.0,145.0,13.0
1536,20.0,5.0,292.0,22.0
1537,20.0,5.0,18.0,22.0
1538,20.0,5.0,145.0,22.0
1539,20.0,5.0,292.0,62.0
1540,20.0,5.0,18.0,62.0
1541,20.0,5.0,145.0,62.0
1542,20.0,5.0,292.0,40.0
1543,20.0,5.0,18.0,40.0
1544,20.0,5.0,145.0,40.0
1545,20.0,5.0,292.0,61.0
1546,20.0,5.0,18.0,61.0
1547,20.0,5.0,145.0,61.0
1548,20.0,5.0,292.0,13.0
1549,20.0,5.0,18.0,13.0
1550,20.0,5.0,145.0,13.0
1551,20.0,5.0,292.0,22.0
1552,20.0,5.0,18.0,22.0
1553,20.0,5.0,145.0,22.0
1554,20.0,5.0,292.0,62.0
1555,20.0,5.0,18.0,62.0
1556,20.0,5.0,145.0,62.0
1557,20.0,5.0,292.0,40.0
1558,20.0,5.0,18.0,40.0
1559,20.0,5.0,145.0,40.0
1560,20.0,5.0,292.0,61.0
1561,20.0,5.0,18.0,61.0
1562,20.0,5.0,145.0,61.0
1563,20.0,5.0,292.0,13.0
1564,20.0,5.0,18.0,13.0
1565,20.0,5.0,145.0,13.0
1566,20.0,5.0,292.0,22.0
1567,20.0,5.0,18.0,22.0
1568,20.0,5.0,145.0,22.0
1569,20.0,5.0,292.0,62.0
1570,20.0,5.0,18.0,62.0
1571,20.0,5.0,145.0,62.0
1572,20.0,5.0,292.0,40.0
1573,20.0,5.0,18.0,40.0
1574,20.0,5.0,145.0,40.0
1575,20.0,5.0,292.0,61.0
1576,20.0,5.0,18.0,61.0
1577,20.0,5.0,145.0,61.0
1578,20.0,5.0,292.0,13.0
1579,20.0,5.0,18.0,13.0
1580,20.0,5.0,145.0,13.0
1581,20.0,5.0,292.0,22.0
1582,20.0,5.0,18.0,22.0
1583,20.0,5.0,145.0,22.0
1584,20.0,5.0,292.0,62.0
1585,20.0,5.0,18.0,62.0
1586,20.0,5.0,145.0,62.0
1587,20.0,5.0,292.0,40.0
1588,20.0,5.0,18.0,40.0
1589,20.0,5.0,145.0,40.0
1590,20.0,5.0,292.0,61.0
1591,20.0,5.0,18.0,61.0
1592,20.0,5.0,145.0,61.0
1593,20.0,5.0,292.0,13.0
1594,20.0,5.0,18.0,13.0
1595,20.0,5.0,145.0,13.0
1596,20.0,5.0,292.0,22.0
1597,20.0,5.0,18.0,22.0
1598,20.0,5.0,145.0,22.0
1599,20.0,5.0,292.0,62.0
1600,20.0,5.0,18.0,62.0
1601,20.0,5.0,145.0,62.0
1602,20.0,5.0,292.0,40.0
1603,20.0,5.0,18.0,40.0
1604,20.0,5.0,145.0,40.0
1605,20.0,5.0,292.0,61.0
1606,20.0,5.0,18.0,61.0
1607,20.0,5.0,145.0,61.0
1608,20.0,5.0,292.0,13.0
1609,20.0,5.0,18.0,13.0
1610,20.0,5.0,145.0,13.0
1611,20.0,5.0,292.0,22.0
1612,20.0,5.0,18.0,22.0
1613,20.0,5.0,145.0,22.0
1614,20.0,5.0,292.0,62.0
1615,20.0,5.0,18.0,62.0
1616,20.0,5.0,145.0,62.0
1617,20.0,5.0,292.0,40.0
1618,20.0,5.0,18.0,40.0
1619,20.0,5.0,145.0,40.0
1620,20.0,5.0,292.0,61.0
1621,20.0,5.0,18.0,61.0
1622,20.0,5.0,145.0,61.0
1623,20.0,5.0,292.0,13.0
1624,20.0,5.0,18.0,13.0
1625,20.0,5.0,145.0,13.0
1626,20.0,5.0,292.0,22.0
1627,20.0,5.0,18.0,22.0
1628,20.0,5.0,145.0,22.0
1629,20.0,5.0,292.0,62.0
1630,20.0,5.0,18.0,62.0
1631,20.0,5.0,145.0,62.0
1632,7.0,4.0,338.0,61.0
1633,8.0,4.0,206.0,61.0
1634,7.0,4.0,338.0,13.0
1635,8.0,4.0,206.0,13.0
1636,7.0,4.0,338.0,22.0
1637,8.0,4.0,206.0,22.0
1638,7.0,4.0,338.0,62.0
1639,8.0,4.0,206.0,62.0
1640,8.0,4.0,95.0,61.0
1641,8.0,4.0,19.0,61.0
1642,9.0,4.0,46.0,61.0
1643,14.0,4.0,373.0,61.0
1644,8.0,4.0,95.0,22.0
1645,8.0,4.0,19.0,22.0
1646,9.0,4.0,46.0,22.0
1647,14.0,4.0,373.0,22.0
1648,8.0,4.0,95.0,61.0
1649,8.0,4.0,19.0,61.0
1650,9.0,4.0,46.0,61.0
1651,14.0,4.0,373.0,61.0
1652,8.0,4.0,95.0,22.0
1653,8.0,4.0,19.0,22.0
1654,9.0,4.0,46.0,22.0
1655,14.0,4.0,373.0,22.0
1656,8.0,4.0,95.0,61.0
1657,8.0,4.0,19.0,61.0
1658,9.0,4.0,46.0,61.0
1659,14.0,4.0,373.0,61.0
1660,8.0,4.0,95.0,22.0
1661,8.0,4.0,19.0,22.0
1662,9.0,4.0,46.0,22.0
1663,14.0,4.0,373.0,22.0
1664,8.0,4.0,300.0,61.0
1665,8.0,4.0,161.0,61.0
1666,22.0,4.0,376.0,61.0
1667,25.0,4.0,157.0,61.0
1668,25.0,4.0,403.0,61.0
1669,8.0,4.0,300.0,22.0
1670,8.0,4.0,161.0,22.0
1671,22.0,4.0,376.0,22.0
1672,25.0,4.0,157.0,22.0
1673,25.0,4.0,403.0,22.0
1674,8.0,4.0,300.0,62.0
1675,8.0,4.0,161.0,62.0
1676,22.0,4.0,376.0,62.0
1677,25.0,4.0,157.0,62.0
1678,25.0,4.0,403.0,62.0
1679,8.0,4.0,300.0,77.0
1680,8.0,4.0,161.0,77.0
1681,22.0,4.0,376.0,77.0
1682,25.0,4.0,157.0,77.0
1683,25.0,4.0,403.0,77.0
1684,8.0,4.0,300.0,61.0
1685,8.0,4.0,161.0,61.0
1686,22.0,4.0,376.0,61.0
1687,25.0,4.0,157.0,61.0
1688,25.0,4.0,403.0,61.0
1689,8.0,4.0,300.0,22.0
1690,8.0,4.0,161.0,22.0
1691,22.0,4.0,376.0,22.0
1692,25.0,4.0,157.0,22.0
1693,25.0,4.0,403.0,22.0
1694,8.0,4.0,300.0,62.0
1695,8.0,4.0,161.0,62.0
1696,22.0,4.0,376.0,62.0
1697,25.0,4.0,157.0,62.0
1698,25.0,4.0,403.0,62.0
1699,8.0,4.0,300.0,77.0
1700,8.0,4.0,161.0,77.0
1701,22.0,4.0,376.0,77.0
1702,25.0,4.0,157.0,77.0
1703,25.0,4.0,403.0,77.0
1704,3.0,5.0,361.0,71.0
1705,3.0,5.0,309.0,71.0
1706,3.0,5.0,305.0,71.0
1707,3.0,5.0,361.0,40.0
1708,3.0,5.0,309.0,40.0
1709,3.0,5.0,305.0,40.0
1710,3.0,5.0,361.0,61.0
1711,3.0,5.0,309.0,61.0
1712,3.0,5.0,305.0,61.0
1713,3.0,5.0,361.0,13.0
1714,3.0,5.0,309.0,13.0
1715,3.0,5.0,305.0,13.0
1716,3.0,5.0,361.0,22.0
1717,3.0,5.0,309.0,22.0
1718,3.0,5.0,305.0,22.0
1719,3.0,5.0,361.0,62.0
1720,3.0,5.0,309.0,62.0
1721,3.0,5.0,305.0,62.0
1722,3.0,5.0,361.0,71.0
1723,3.0,5.0,309.0,71.0
1724,3.0,5.0,305.0,71.0
1725,3.0,5.0,361.0,40.0
1726,3.0,5.0,309.0,40.0
1727,3.0,5.0,305.0,40.0
1728,3.0,5.0,361.0,61.0
1729,3.0,5.0,309.0,61.0
1730,3.0,5.0,305.0,61.0
1731,3.0,5.0,361.0,13.0
1732,3.0,5.0,309.0,13.0
1733,3.0,5.0,305.0,13.0
1734,3.0,5.0,361.0,22.0
1735,3.0,5.0,309.0,22.0
1736,3.0,5.0,305.0,22.0
1737,3.0,5.0,361.0,62.0
1738,3.0,5.0,309.0,62.0
1739,3.0,5.0,305.0,62.0
1740,3.0,5.0,361.0,71.0
1741,3.0,5.0,309.0,71.0
1742,3.0,5.0,305.0,71.0
1743,3.0,5.0,361.0,40.0
1744,3.0,5.0,309.0,40.0
1745,3.0,5.0,305.0,40.0
1746,3.0,5.0,361.0,61.0
1747,3.0,5.0,309.0,61.0
1748,3.0,5.0,305.0,61.0
1749,3.0,5.0,361.0,13.0
1750,3.0,5.0,309.0,13.0
1751,3.0,5.0,305.0,13.0
1752,3.0,5.0,361.0,22.0
1753,3.0,5.0,309.0,22.0
1754,3.0,5.0,305.0,22.0
1755,3.0,5.0,361.0,62.0
1756,3.0,5.0,309.0,62.0
1757,3.0,5.0,305.0,62.0
1758,3.0,5.0,361.0,71.0
1759,3.0,5.0,309.0,71.0
1760,3.0,5.0,305.0,71.0
1761,3.0,5.0,361.0,40.0
1762,3.0,5.0,309.0,40.0
1763,3.0,5.0,305.0,40.0
1764,3.0,5.0,361.0,61.0
1765,3.0,5.0,309.0,61.0
1766,3.0,5.0,305.0,61.0
1767,3.0,5.0,361.0,13.0
1768,3.0,5.0,309.0,13.0
1769,3.0,5.0,305.0,13.0
1770,3.0,5.0,361.0,22.0
1771,3.0,5.0,309.0,22.0
1772,3.0,5.0,305.0,22.0
1773,3.0,5.0,361.0,62.0
1774,3.0,5.0,309.0,62.0
1775,3.0,5.0,305.0,62.0
1776,3.0,4.0,269.0,71.0
1777,3.0,4.0,390.0,71.0
1778,3.0,4.0,269.0,40.0
1779,3.0,4.0,390.0,40.0
1780,3.0,4.0,269.0,11.0
1781,3.0,4.0,390.0,11.0
1782,3.0,4.0,27.0,71.0
1783,3.0,4.0,331.0,71.0
1784,3.0,4.0,166.0,71.0
1785,3.0,4.0,331.0,71.0
1786,3.0,4.0,331.0,71.0
1787,20.0,4.0,408.0,71.0
1788,20.0,4.0,333.0,71.0
1789,20.0,4.0,334.0,71.0
1790,20.0,4.0,331.0,71.0
1791,3.0,4.0,331.0,10.0
1792,20.0,4.0,408.0,10.0
1793,20.0,4.0,333.0,10.0
1794,20.0,4.0,334.0,10.0
1795,20.0,4.0,331.0,10.0
1796,3.0,4.0,331.0,11.0
1797,20.0,4.0,408.0,11.0
1798,20.0,4.0,333.0,11.0
1799,20.0,4.0,334.0,11.0
1800,20.0,4.0,331.0,11.0
1801,20.0,4.0,282.0,71.0
1802,20.0,4.0,282.0,61.0
1803,20.0,4.0,282.0,15.0
1804,14.0,4.0,48.0,40.0
1805,14.0,4.0,48.0,29.0
1806,14.0,4.0,48.0,22.0
1807,14.0,4.0,48.0,62.0
1808,14.0,4.0,48.0,16.0
1809,3.0,4.0,105.0,13.0
1810,3.0,4.0,105.0,22.0
1811,3.0,4.0,105.0,27.0
1812,3.0,4.0,105.0,13.0
1813,3.0,4.0,105.0,22.0
1814,3.0,4.0,105.0,27.0
1815,3.0,4.0,105.0,13.0
1816,3.0,4.0,105.0,22.0
1817,3.0,4.0,105.0,27.0
1818,3.0,4.0,50.0,29.0
1819,3.0,4.0,231.0,29.0
1820,3.0,4.0,231.0,29.0
1821,3.0,4.0,50.0,11.0
1822,3.0,4.0,231.0,11.0
1823,3.0,4.0,231.0,11.0
1824,3.0,4.0,50.0,61.0
1825,3.0,4.0,231.0,61.0
1826,3.0,4.0,231.0,61.0
1827,3.0,4.0,50.0,22.0
1828,3.0,4.0,231.0,22.0
1829,3.0,4.0,231.0,22.0
1830,3.0,4.0,50.0,62.0
1831,3.0,4.0,231.0,62.0
1832,3.0,4.0,231.0,62.0
1833,3.0,4.0,392.0,87.0
1834,1.0,4.0,136.0,71.0
1835,10.0,4.0,154.0,71.0
1836,10.0,4.0,184.0,71.0
1837,1.0,4.0,136.0,61.0
1838,10.0,4.0,154.0,61.0
1839,10.0,4.0,184.0,61.0
1840,1.0,4.0,136.0,13.0
1841,10.0,4.0,154.0,13.0
1842,10.0,4.0,184.0,13.0
1843,1.0,4.0,136.0,22.0
1844,10.0,4.0,154.0,22.0
1845,10.0,4.0,184.0,22.0
1846,1.0,4.0,136.0,62.0
1847,10.0,4.0,154.0,62.0
1848,10.0,4.0,184.0,62.0
1849,1.0,4.0,136.0,30.0
1850,10.0,4.0,154.0,30.0
1851,10.0,4.0,184.0,30.0
1852,1.0,4.0,136.0,71.0
1853,10.0,4.0,154.0,71.0
1854,10.0,4.0,184.0,71.0
1855,1.0,4.0,136.0,61.0
1856,10.0,4.0,154.0,61.0
1857,10.0,4.0,184.0,61.0
1858,1.0,4.0,136.0,13.0
1859,10.0,4.0,154.0,13.0
1860,10.0,4.0,184.0,13.0
1861,1.0,4.0,136.0,22.0
1862,10.0,4.0,154.0,22.0
1863,10.0,4.0,184.0,22.0
1864,1.0,4.0,136.0,62.0
1865,10.0,4.0,154.0,62.0
1866,10.0,4.0,184.0,62.0
1867,1.0,4.0,136.0,30.0
1868,10.0,4.0,154.0,30.0
1869,10.0,4.0,184.0,30.0
1870,16.0,4.0,135.0,40.0
1871,12.0,4.0,103.0,40.0
1872,3.0,4.0,103.0,40.0
1873,3.0,4.0,193.0,40.0
1874,3.0,4.0,194.0,40.0
1875,3.0,4.0,102.0,40.0
1876,3.0,4.0,267.0,40.0
1877,3.0,4.0,364.0,40.0
1878,3.0,4.0,54.0,40.0
1879,3.0,4.0,72.0,40.0
1880,16.0,4.0,135.0,61.0
1881,12.0,4.0,103.0,61.0
1882,3.0,4.0,103.0,61.0
1883,3.0,4.0,193.0,61.0
1884,3.0,4.0,194.0,61.0
1885,3.0,4.0,102.0,61.0
1886,3.0,4.0,267.0,61.0
1887,3.0,4.0,364.0,61.0
1888,3.0,4.0,54.0,61.0
1889,3.0,4.0,72.0,61.0
1890,16.0,4.0,135.0,22.0
1891,12.0,4.0,103.0,22.0
1892,3.0,4.0,103.0,22.0
1893,3.0,4.0,193.0,22.0
1894,3.0,4.0,194.0,22.0
1895,3.0,4.0,102.0,22.0
1896,3.0,4.0,267.0,22.0
1897,3.0,4.0,364.0,22.0
1898,3.0,4.0,54.0,22.0
1899,3.0,4.0,72.0,22.0
1900,16.0,4.0,135.0,87.0
1901,12.0,4.0,103.0,87.0
1902,3.0,4.0,103.0,87.0
1903,3.0,4.0,193.0,87.0
1904,3.0,4.0,194.0,87.0
1905,3.0,4.0,102.0,87.0
1906,3.0,4.0,267.0,87.0
1907,3.0,4.0,364.0,87.0
1908,3.0,4.0,54.0,87.0
1909,3.0,4.0,72.0,87.0
1910,3.0,4.0,282.0,61.0
1911,3.0,4.0,282.0,22.0
1912,3.0,4.0,384.0,71.0
1913,3.0,4.0,384.0,18.0
1914,3.0,4.0,384.0,71.0
1915,3.0,4.0,384.0,18.0
1916,3.0,4.0,303.0,20.0
1917,3.0,4.0,303.0,20.0
1918,6.0,4.0,398.0,46.0
1919,6.0,4.0,398.0,46.0
1920,6.0,4.0,398.0,46.0
1921,20.0,4.0,16.0,38.0
1922,20.0,4.0,327.0,38.0
1923,20.0,4.0,16.0,6.0
1924,20.0,4.0,327.0,6.0
1925,20.0,4.0,16.0,60.0
1926,20.0,4.0,327.0,60.0
1927,20.0,4.0,16.0,7.0
1928,20.0,4.0,327.0,7.0
1929,3.0,4.0,46.0,61.0
1930,3.0,4.0,362.0,73.0
1931,3.0,4.0,118.0,73.0
1932,3.0,4.0,341.0,73.0
1933,23.0,4.0,164.0,73.0
1934,23.0,4.0,340.0,73.0
1935,3.0,4.0,362.0,72.0
1936,3.0,4.0,118.0,72.0
1937,3.0,4.0,341.0,72.0
1938,23.0,4.0,164.0,72.0
1939,23.0,4.0,340.0,72.0
1940,3.0,4.0,362.0,73.0
1941,3.0,4.0,118.0,73.0
1942,3.0,4.0,341.0,73.0
1943,23.0,4.0,164.0,73.0
1944,23.0,4.0,340.0,73.0
1945,3.0,4.0,362.0,72.0
1946,3.0,4.0,118.0,72.0
1947,3.0,4.0,341.0,72.0
1948,23.0,4.0,164.0,72.0
1949,23.0,4.0,340.0,72.0
1950,26.0,4.0,387.0,61.0
1951,26.0,4.0,387.0,13.0
1952,26.0,4.0,387.0,82.0
1953,14.0,4.0,165.0,61.0
1954,14.0,4.0,165.0,61.0
1955,14.0,4.0,165.0,22.0
1956,14.0,4.0,165.0,22.0
1957,14.0,4.0,165.0,62.0
1958,14.0,4.0,165.0,62.0
1959,3.0,4.0,314.0,2.0
1960,3.0,4.0,62.0,2.0
1961,3.0,4.0,134.0,2.0
1962,3.0,4.0,314.0,2.0
1963,3.0,4.0,159.0,61.0
1964,3.0,4.0,144.0,61.0
1965,3.0,4.0,289.0,61.0
1966,3.0,4.0,339.0,13.0
1967,3.0,4.0,275.0,13.0
1968,3.0,4.0,206.0,13.0
1969,3.0,4.0,67.0,13.0
1970,3.0,4.0,162.0,13.0
1971,3.0,4.0,11.0,61.0
1972,3.0,4.0,11.0,13.0
1973,3.0,4.0,11.0,22.0
1974,3.0,4.0,11.0,3.0
1975,3.0,4.0,11.0,61.0
1976,3.0,4.0,11.0,13.0
1977,3.0,4.0,11.0,22.0
1978,3.0,4.0,11.0,3.0
1979,3.0,4.0,205.0,13.0
1980,3.0,4.0,335.0,13.0
1981,3.0,4.0,330.0,13.0
1982,3.0,4.0,3.0,13.0
1983,3.0,4.0,172.0,13.0
1984,3.0,4.0,298.0,13.0
1985,3.0,4.0,192.0,13.0
1986,3.0,4.0,205.0,13.0
1987,3.0,4.0,335.0,13.0
1988,3.0,4.0,330.0,13.0
1989,3.0,4.0,3.0,13.0
1990,3.0,4.0,172.0,13.0
1991,3.0,4.0,298.0,13.0
1992,3.0,4.0,192.0,13.0
1993,7.0,4.0,209.0,61.0
1994,3.0,4.0,259.0,61.0
1995,7.0,4.0,209.0,22.0
1996,3.0,4.0,259.0,22.0
1997,7.0,4.0,209.0,62.0
1998,3.0,4.0,259.0,62.0
1999,3.0,4.0,9.0,61.0
2000,3.0,4.0,9.0,34.0
2001,3.0,4.0,9.0,53.0
2002,3.0,4.0,9.0,2.0
2003,3.0,4.0,56.0,71.0
2004,18.0,4.0,319.0,71.0
2005,18.0,4.0,322.0,71.0
2006,3.0,4.0,141.0,71.0
2007,3.0,4.0,56.0,29.0
2008,18.0,4.0,319.0,29.0
2009,18.0,4.0,322.0,29.0
2010,3.0,4.0,141.0,29.0
2011,3.0,4.0,56.0,61.0
2012,18.0,4.0,319.0,61.0
2013,18.0,4.0,322.0,61.0
2014,3.0,4.0,141.0,61.0
2015,3.0,4.0,56.0,13.0
2016,18.0,4.0,319.0,13.0
2017,18.0,4.0,322.0,13.0
2018,3.0,4.0,141.0,13.0
2019,3.0,4.0,56.0,22.0
2020,18.0,4.0,319.0,22.0
2021,18.0,4.0,322.0,22.0
2022,3.0,4.0,141.0,22.0
2023,3.0,4.0,56.0,62.0
2024,18.0,4.0,319.0,62.0
2025,18.0,4.0,322.0,62.0
2026,3.0,4.0,141.0,62.0
2027,3.0,4.0,282.0,61.0
2028,3.0,4.0,282.0,22.0
2029,3.0,4.0,228.0,61.0
2030,3.0,4.0,228.0,13.0
2031,3.0,4.0,228.0,22.0
2032,3.0,4.0,228.0,1.0
2033,3.0,4.0,228.0,9.0
2034,3.0,4.0,232.0,61.0
2035,3.0,4.0,8.0,61.0
2036,7.0,4.0,253.0,61.0
2037,7.0,4.0,266.0,61.0
2038,7.0,4.0,380.0,61.0
2039,3.0,4.0,232.0,54.0
2040,3.0,4.0,8.0,54.0
2041,7.0,4.0,253.0,54.0
2042,7.0,4.0,266.0,54.0
2043,7.0,4.0,380.0,54.0
2044,3.0,4.0,232.0,0.0
2045,3.0,4.0,8.0,0.0
2046,7.0,4.0,253.0,0.0
2047,7.0,4.0,266.0,0.0
2048,7.0,4.0,380.0,0.0
2049,3.0,4.0,232.0,19.0
2050,3.0,4.0,8.0,19.0
2051,7.0,4.0,253.0,19.0
2052,7.0,4.0,266.0,19.0
2053,7.0,4.0,380.0,19.0
2054,3.0,4.0,232.0,51.0
2055,3.0,4.0,8.0,51.0
2056,7.0,4.0,253.0,51.0
2057,7.0,4.0,266.0,51.0
2058,7.0,4.0,380.0,51.0
2059,3.0,4.0,263.0,61.0
2060,3.0,4.0,23.0,61.0
2061,27.0,4.0,15.0,61.0
2062,3.0,4.0,28.0,61.0
2063,3.0,4.0,263.0,61.0
2064,3.0,4.0,23.0,61.0
2065,27.0,4.0,15.0,61.0
2066,3.0,4.0,28.0,61.0
2067,3.0,4.0,140.0,61.0
2068,3.0,4.0,299.0,61.0
2069,3.0,4.0,337.0,61.0
2070,3.0,4.0,140.0,78.0
2071,3.0,4.0,299.0,78.0
2072,3.0,4.0,337.0,78.0
2073,3.0,4.0,140.0,85.0
2074,3.0,4.0,299.0,85.0
2075,3.0,4.0,337.0,85.0
2076,3.0,4.0,140.0,80.0
2077,3.0,4.0,299.0,80.0
2078,3.0,4.0,337.0,80.0
2079,3.0,4.0,140.0,96.0
2080,3.0,4.0,299.0,96.0
2081,3.0,4.0,337.0,96.0
2082,3.0,4.0,140.0,61.0
2083,3.0,4.0,299.0,61.0
2084,3.0,4.0,337.0,61.0
2085,3.0,4.0,140.0,78.0
2086,3.0,4.0,299.0,78.0
2087,3.0,4.0,337.0,78.0
2088,3.0,4.0,140.0,85.0
2089,3.0,4.0,299.0,85.0
2090,3.0,4.0,337.0,85.0
2091,3.0,4.0,140.0,80.0
2092,3.0,4.0,299.0,80.0
2093,3.0,4.0,337.0,80.0
2094,3.0,4.0,140.0,96.0
2095,3.0,4.0,299.0,96.0
2096,3.0,4.0,337.0,96.0
2097,3.0,4.0,371.0,61.0
2098,3.0,4.0,370.0,61.0
2099,3.0,4.0,128.0,61.0
2100,3.0,4.0,311.0,71.0
2101,3.0,4.0,311.0,40.0
2102,3.0,4.0,311.0,11.0
2103,3.0,4.0,311.0,61.0
2104,3.0,4.0,311.0,22.0
2105,3.0,4.0,311.0,62.0
2106,3.0,4.0,130.0,22.0
2107,15.0,4.0,71.0,22.0
2108,3.0,4.0,65.0,40.0
2109,3.0,4.0,239.0,40.0
2110,3.0,4.0,210.0,40.0
2111,3.0,4.0,194.0,40.0
2112,3.0,4.0,354.0,40.0
2113,3.0,4.0,10.0,40.0
2114,1.0,4.0,181.0,40.0
2115,3.0,4.0,57.0,40.0
2116,3.0,4.0,65.0,61.0
2117,3.0,4.0,239.0,61.0
2118,3.0,4.0,210.0,61.0
2119,3.0,4.0,194.0,61.0
2120,3.0,4.0,354.0,61.0
2121,3.0,4.0,10.0,61.0
2122,1.0,4.0,181.0,61.0
2123,3.0,4.0,57.0,61.0
2124,3.0,4.0,65.0,22.0
2125,3.0,4.0,239.0,22.0
2126,3.0,4.0,210.0,22.0
2127,3.0,4.0,194.0,22.0
2128,3.0,4.0,354.0,22.0
2129,3.0,4.0,10.0,22.0
2130,1.0,4.0,181.0,22.0
2131,3.0,4.0,57.0,22.0
2132,3.0,4.0,65.0,2.0
2133,3.0,4.0,239.0,2.0
2134,3.0,4.0,210.0,2.0
2135,3.0,4.0,194.0,2.0
2136,3.0,4.0,354.0,2.0
2137,3.0,4.0,10.0,2.0
2138,1.0,4.0,181.0,2.0
2139,3.0,4.0,57.0,2.0
2140,3.0,4.0,65.0,33.0
2141,3.0,4.0,239.0,33.0
2142,3.0,4.0,210.0,33.0
2143,3.0,4.0,194.0,33.0
2144,3.0,4.0,354.0,33.0
2145,3.0,4.0,10.0,33.0
2146,1.0,4.0,181.0,33.0
2147,3.0,4.0,57.0,33.0
2148,3.0,4.0,65.0,48.0
2149,3.0,4.0,239.0,48.0
2150,3.0,4.0,210.0,48.0
2151,3.0,4.0,194.0,48.0
2152,3.0,4.0,354.0,48.0
2153,3.0,4.0,10.0,48.0
2154,1.0,4.0,181.0,48.0
2155,3.0,4.0,57.0,48.0
2156,3.0,4.0,397.0,61.0
2157,3.0,4.0,32.0,61.0
2158,3.0,4.0,397.0,13.0
2159,3.0,4.0,32.0,13.0
2160,3.0,4.0,397.0,22.0
2161,3.0,4.0,32.0,22.0
2162,3.0,4.0,397.0,62.0
2163,3.0,4.0,32.0,62.0
2164,3.0,4.0,46.0,61.0
2165,1.0,4.0,158.0,61.0
2166,23.0,4.0,120.0,61.0
2167,3.0,4.0,89.0,61.0
2168,3.0,4.0,74.0,61.0
2169,3.0,4.0,99.0,61.0
2170,3.0,4.0,195.0,61.0
2171,1.0,4.0,158.0,2.0
2172,23.0,4.0,120.0,2.0
2173,3.0,4.0,89.0,2.0
2174,3.0,4.0,74.0,2.0
2175,3.0,4.0,99.0,2.0
2176,3.0,4.0,195.0,2.0
2177,1.0,4.0,158.0,61.0
2178,23.0,4.0,120.0,61.0
2179,3.0,4.0,89.0,61.0
2180,3.0,4.0,74.0,61.0
2181,3.0,4.0,99.0,61.0
2182,3.0,4.0,195.0,61.0
2183,1.0,4.0,158.0,2.0
2184,23.0,4.0,120.0,2.0
2185,3.0,4.0,89.0,2.0
2186,3.0,4.0,74.0,2.0
2187,3.0,4.0,99.0,2.0
2188,3.0,4.0,195.0,2.0
2189,1.0,4.0,158.0,61.0
2190,23.0,4.0,120.0,61.0
2191,3.0,4.0,89.0,61.0
2192,3.0,4.0,74.0,61.0
2193,3.0,4.0,99.0,61.0
2194,3.0,4.0,195.0,61.0
2195,1.0,4.0,158.0,2.0
2196,23.0,4.0,120.0,2.0
2197,3.0,4.0,89.0,2.0
2198,3.0,4.0,74.0,2.0
2199,3.0,4.0,99.0,2.0
2200,3.0,4.0,195.0,2.0
2201,3.0,4.0,234.0,61.0
2202,3.0,4.0,344.0,61.0
2203,3.0,4.0,344.0,61.0
2204,3.0,4.0,234.0,22.0
2205,3.0,4.0,344.0,22.0
2206,3.0,4.0,344.0,22.0
2207,3.0,4.0,234.0,2.0
2208,3.0,4.0,344.0,2.0
2209,3.0,4.0,344.0,2.0
2210,3.0,4.0,234.0,39.0
2211,3.0,4.0,344.0,39.0
2212,3.0,4.0,344.0,39.0
2213,3.0,4.0,47.0,40.0
2214,3.0,4.0,47.0,61.0
2215,3.0,4.0,47.0,22.0
2216,3.0,4.0,47.0,40.0
2217,3.0,4.0,47.0,61.0
2218,3.0,4.0,47.0,22.0
2219,3.0,4.0,47.0,40.0
2220,3.0,4.0,47.0,61.0
2221,3.0,4.0,47.0,22.0
2222,3.0,4.0,47.0,40.0
2223,3.0,4.0,47.0,61.0
2224,3.0,4.0,47.0,22.0
2225,3.0,4.0,254.0,11.0
2226,3.0,4.0,84.0,11.0
2227,3.0,4.0,254.0,61.0
2228,3.0,4.0,84.0,61.0
2229,3.0,4.0,254.0,22.0
2230,3.0,4.0,84.0,22.0
2231,3.0,4.0,254.0,56.0
2232,3.0,4.0,84.0,56.0
2233,3.0,4.0,254.0,2.0
2234,3.0,4.0,84.0,2.0
2235,3.0,4.0,254.0,26.0
2236,3.0,4.0,84.0,26.0
2237,3.0,4.0,299.0,40.0
2238,22.0,4.0,328.0,40.0
2239,22.0,4.0,1.0,40.0
2240,22.0,4.0,131.0,40.0
2241,3.0,4.0,299.0,61.0
2242,22.0,4.0,328.0,61.0
2243,22.0,4.0,1.0,61.0
2244,22.0,4.0,131.0,61.0
2245,3.0,4.0,299.0,22.0
2246,22.0,4.0,328.0,22.0
2247,22.0,4.0,1.0,22.0
2248,22.0,4.0,131.0,22.0
2249,3.0,4.0,9.0,2.0
