,State.Name,Employment.Type,Position.Name_1,Position.Of.Interest_1
768,3.0,4.0,305.0,22.0
769,3.0,4.0,361.0,62.0
770,3.0,4.0,309.0,62.0
771,3.0,4.0,305.0,62.0
772,22.0,4.0,415.0,61.0
773,22.0,4.0,394.0,61.0
774,22.0,4.0,393.0,61.0
775,22.0,4.0,416.0,61.0
776,22.0,4.0,393.0,61.0
777,22.0,4.0,415.0,22.0
778,22.0,4.0,394.0,22.0
779,22.0,4.0,393.0,22.0
780,22.0,4.0,416.0,22.0
781,22.0,4.0,393.0,22.0
782,22.0,4.0,415.0,61.0
783,22.0,4.0,394.0,61.0
784,22.0,4.0,393.0,61.0
785,22.0,4.0,416.0,61.0
786,22.0,4.0,393.0,61.0
787,22.0,4.0,415.0,22.0
788,22.0,4.0,394.0,22.0
789,22.0,4.0,393.0,22.0
790,22.0,4.0,416.0,22.0
791,22.0,4.0,393.0,22.0
792,22.0,4.0,415.0,61.0
793,22.0,4.0,394.0,61.0
794,22.0,4.0,393.0,61.0
795,22.0,4.0,416.0,61.0
796,22.0,4.0,393.0,61.0
797,22.0,4.0,415.0,22.0
798,22.0,4.0,394.0,22.0
799,22.0,4.0,393.0,22.0
800,22.0,4.0,416.0,22.0
801,22.0,4.0,393.0,22.0
802,3.0,4.0,417.0,71.0
803,3.0,4.0,412.0,71.0
804,3.0,4.0,417.0,62.0
805,3.0,4.0,412.0,62.0
806,3.0,4.0,417.0,83.0
807,3.0,4.0,412.0,83.0
808,3.0,4.0,417.0,71.0
809,3.0,4.0,412.0,71.0
810,3.0,4.0,417.0,62.0
811,3.0,4.0,412.0,62.0
812,3.0,4.0,417.0,83.0
813,3.0,4.0,412.0,83.0
814,3.0,4.0,417.0,71.0
815,3.0,4.0,412.0,71.0
816,3.0,4.0,417.0,62.0
817,3.0,4.0,412.0,62.0
818,3.0,4.0,417.0,83.0
819,3.0,4.0,412.0,83.0
820,3.0,4.0,361.0,71.0
821,3.0,4.0,309.0,71.0
822,3.0,4.0,305.0,71.0
823,3.0,4.0,361.0,40.0
824,3.0,4.0,309.0,40.0
825,3.0,4.0,305.0,40.0
826,3.0,4.0,361.0,61.0
827,3.0,4.0,309.0,61.0
828,3.0,4.0,305.0,61.0
829,3.0,4.0,361.0,13.0
830,3.0,4.0,309.0,13.0
831,3.0,4.0,305.0,13.0
832,3.0,4.0,361.0,22.0
833,3.0,4.0,309.0,22.0
834,3.0,4.0,305.0,22.0
835,3.0,4.0,361.0,62.0
836,3.0,4.0,309.0,62.0
837,3.0,4.0,305.0,62.0
838,3.0,4.0,361.0,71.0
839,3.0,4.0,309.0,71.0
840,3.0,4.0,305.0,71.0
841,3.0,4.0,361.0,40.0
842,3.0,4.0,309.0,40.0
843,3.0,4.0,305.0,40.0
844,3.0,4.0,361.0,61.0
845,3.0,4.0,309.0,61.0
846,3.0,4.0,305.0,61.0
847,3.0,4.0,361.0,13.0
848,3.0,4.0,309.0,13.0
849,3.0,4.0,305.0,13.0
850,3.0,4.0,361.0,22.0
851,3.0,4.0,309.0,22.0
852,3.0,4.0,305.0,22.0
853,3.0,4.0,361.0,62.0
854,3.0,4.0,309.0,62.0
855,3.0,4.0,305.0,62.0
856,3.0,4.0,361.0,71.0
857,3.0,4.0,309.0,71.0
858,3.0,4.0,305.0,71.0
859,3.0,4.0,361.0,40.0
860,3.0,4.0,309.0,40.0
861,3.0,4.0,305.0,40.0
862,3.0,4.0,361.0,61.0
863,3.0,4.0,309.0,61.0
864,3.0,4.0,305.0,61.0
865,3.0,4.0,361.0,13.0
866,3.0,4.0,309.0,13.0
867,3.0,4.0,305.0,13.0
868,3.0,4.0,361.0,22.0
869,3.0,4.0,309.0,22.0
870,3.0,4.0,305.0,22.0
871,3.0,4.0,361.0,62.0
872,3.0,4.0,309.0,62.0
873,3.0,4.0,305.0,62.0
874,3.0,4.0,361.0,71.0
875,3.0,4.0,309.0,71.0
876,3.0,4.0,305.0,71.0
877,3.0,4.0,361.0,40.0
878,3.0,4.0,309.0,40.0
879,3.0,4.0,305.0,40.0
880,3.0,4.0,361.0,61.0
881,3.0,4.0,309.0,61.0
882,3.0,4.0,305.0,61.0
883,3.0,4.0,361.0,13.0
884,3.0,4.0,309.0,13.0
885,3.0,4.0,305.0,13.0
886,3.0,4.0,361.0,22.0
887,3.0,4.0,309.0,22.0
888,3.0,4.0,305.0,22.0
889,3.0,4.0,361.0,62.0
890,3.0,4.0,309.0,62.0
891,3.0,4.0,305.0,62.0
892,3.0,4.0,361.0,71.0
893,3.0,4.0,309.0,71.0
894,3.0,4.0,305.0,71.0
895,3.0,4.0,361.0,40.0
896,3.0,4.0,309.0,40.0
897,3.0,4.0,305.0,40.0
898,3.0,4.0,361.0,61.0
899,3.0,4.0,309.0,61.0
900,3.0,4.0,305.0,61.0
901,3.0,4.0,361.0,13.0
902,3.0,4.0,309.0,13.0
903,3.0,4.0,305.0,13.0
904,3.0,4.0,361.0,22.0
905,3.0,4.0,309.0,22.0
906,3.0,4.0,305.0,22.0
907,3.0,4.0,361.0,62.0
908,3.0,4.0,309.0,62.0
909,3.0,4.0,305.0,62.0
910,3.0,4.0,361.0,71.0
911,3.0,4.0,309.0,71.0
912,3.0,4.0,305.0,71.0
913,3.0,4.0,361.0,40.0
914,3.0,4.0,309.0,40.0
915,3.0,4.0,305.0,40.0
916,3.0,4.0,361.0,61.0
917,3.0,4.0,309.0,61.0
918,3.0,4.0,305.0,61.0
919,3.0,4.0,361.0,13.0
920,3.0,4.0,309.0,13.0
921,3.0,4.0,305.0,13.0
922,3.0,4.0,361.0,22.0
923,3.0,4.0,309.0,22.0
924,3.0,4.0,305.0,22.0
925,3.0,4.0,361.0,62.0
926,3.0,4.0,309.0,62.0
927,3.0,4.0,305.0,62.0
928,3.0,4.0,361.0,71.0
929,3.0,4.0,309.0,71.0
930,3.0,4.0,305.0,71.0
931,3.0,4.0,361.0,40.0
932,3.0,4.0,309.0,40.0
933,3.0,4.0,305.0,40.0
934,3.0,4.0,361.0,61.0
935,3.0,4.0,309.0,61.0
936,3.0,4.0,305.0,61.0
937,3.0,4.0,361.0,13.0
938,3.0,4.0,309.0,13.0
939,3.0,4.0,305.0,13.0
940,3.0,4.0,361.0,22.0
941,3.0,4.0,309.0,22.0
942,3.0,4.0,305.0,22.0
943,3.0,4.0,361.0,62.0
944,3.0,4.0,309.0,62.0
945,3.0,4.0,305.0,62.0
946,9.0,4.0,68.0,46.0
947,9.0,4.0,68.0,92.0
948,9.0,4.0,68.0,46.0
949,9.0,4.0,68.0,92.0
950,9.0,4.0,68.0,46.0
951,9.0,4.0,68.0,92.0
952,3.0,4.0,361.0,71.0
953,3.0,4.0,309.0,71.0
954,3.0,4.0,305.0,71.0
955,3.0,4.0,361.0,40.0
956,3.0,4.0,309.0,40.0
957,3.0,4.0,305.0,40.0
958,3.0,4.0,361.0,61.0
959,3.0,4.0,309.0,61.0
960,3.0,4.0,305.0,61.0
961,3.0,4.0,361.0,13.0
962,3.0,4.0,309.0,13.0
963,3.0,4.0,305.0,13.0
964,3.0,4.0,361.0,22.0
965,3.0,4.0,309.0,22.0
966,3.0,4.0,305.0,22.0
967,3.0,4.0,361.0,62.0
968,3.0,4.0,309.0,62.0
969,3.0,4.0,305.0,62.0
970,20.0,5.0,292.0,40.0
971,20.0,5.0,18.0,40.0
972,20.0,5.0,145.0,40.0
973,20.0,5.0,292.0,61.0
974,20.0,5.0,18.0,61.0
975,20.0,5.0,145.0,61.0
976,20.0,5.0,292.0,13.0
977,20.0,5.0,18.0,13.0
978,20.0,5.0,145.0,13.0
979,20.0,5.0,292.0,22.0
980,20.0,5.0,18.0,22.0
981,20.0,5.0,145.0,22.0
982,20.0,5.0,292.0,62.0
983,20.0,5.0,18.0,62.0
984,20.0,5.0,145.0,62.0
985,22.0,5.0,41.0,40.0
986,22.0,5.0,253.0,40.0
987,22.0,5.0,41.0,40.0
988,22.0,5.0,41.0,10.0
989,22.0,5.0,253.0,10.0
990,22.0,5.0,41.0,10.0
991,22.0,5.0,41.0,11.0
992,22.0,5.0,253.0,11.0
993,22.0,5.0,41.0,11.0
994,22.0,5.0,41.0,61.0
995,22.0,5.0,253.0,61.0
996,22.0,5.0,41.0,61.0
997,22.0,5.0,41.0,13.0
998,22.0,5.0,253.0,13.0
999,22.0,5.0,41.0,13.0
1000,22.0,5.0,41.0,22.0
1001,22.0,5.0,253.0,22.0
1002,22.0,5.0,41.0,22.0
1003,22.0,5.0,41.0,62.0
1004,22.0,5.0,253.0,62.0
1005,22.0,5.0,41.0,62.0
1006,22.0,5.0,41.0,40.0
1007,22.0,5.0,253.0,40.0
1008,22.0,5.0,41.0,40.0
1009,22.0,5.0,41.0,10.0
1010,22.0,5.0,253.0,10.0
1011,22.0,5.0,41.0,10.0
1012,22.0,5.0,41.0,11.0
1013,22.0,5.0,253.0,11.0
1014,22.0,5.0,41.0,11.0
1015,22.0,5.0,41.0,61.0
1016,22.0,5.0,253.0,61.0
1017,22.0,5.0,41.0,61.0
1018,22.0,5.0,41.0,13.0
1019,22.0,5.0,253.0,13.0
1020,22.0,5.0,41.0,13.0
1021,22.0,5.0,41.0,22.0
1022,22.0,5.0,253.0,22.0
1023,22.0,5.0,41.0,22.0
1024,22.0,5.0,41.0,62.0
1025,22.0,5.0,253.0,62.0
1026,22.0,5.0,41.0,62.0
1027,19.0,4.0,175.0,41.0
1028,3.0,4.0,288.0,41.0
1029,19.0,4.0,88.0,41.0
1030,20.0,4.0,253.0,41.0
1031,19.0,4.0,175.0,41.0
1032,3.0,4.0,288.0,41.0
1033,19.0,4.0,88.0,41.0
1034,20.0,4.0,253.0,41.0
1035,3.0,5.0,123.0,61.0
1036,3.0,5.0,123.0,61.0
1037,3.0,5.0,203.0,61.0
1038,3.0,5.0,123.0,22.0
1039,3.0,5.0,123.0,22.0
1040,3.0,5.0,203.0,22.0
1041,3.0,5.0,123.0,90.0
1042,3.0,5.0,123.0,90.0
1043,3.0,5.0,203.0,90.0
1044,3.0,5.0,123.0,79.0
1045,3.0,5.0,123.0,79.0
1046,3.0,5.0,203.0,79.0
1047,3.0,5.0,123.0,91.0
1048,3.0,5.0,123.0,91.0
1049,3.0,5.0,203.0,91.0
1050,3.0,5.0,123.0,96.0
1051,3.0,5.0,123.0,96.0
1052,3.0,5.0,203.0,96.0
1053,3.0,5.0,123.0,61.0
1054,3.0,5.0,123.0,61.0
1055,3.0,5.0,203.0,61.0
1056,3.0,5.0,123.0,22.0
1057,3.0,5.0,123.0,22.0
1058,3.0,5.0,203.0,22.0
1059,3.0,5.0,123.0,90.0
1060,3.0,5.0,123.0,90.0
1061,3.0,5.0,203.0,90.0
1062,3.0,5.0,123.0,79.0
1063,3.0,5.0,123.0,79.0
1064,3.0,5.0,203.0,79.0
1065,3.0,5.0,123.0,91.0
1066,3.0,5.0,123.0,91.0
1067,3.0,5.0,203.0,91.0
1068,3.0,5.0,123.0,96.0
1069,3.0,5.0,123.0,96.0
1070,3.0,5.0,203.0,96.0
1071,9.0,5.0,7.0,61.0
1072,9.0,5.0,156.0,61.0
1073,9.0,5.0,290.0,61.0
1074,9.0,5.0,286.0,61.0
1075,9.0,5.0,7.0,2.0
1076,9.0,5.0,156.0,2.0
1077,9.0,5.0,290.0,2.0
1078,9.0,5.0,286.0,2.0
1079,20.0,2.0,307.0,61.0
1080,20.0,2.0,307.0,13.0
1081,20.0,2.0,307.0,22.0
1082,20.0,2.0,307.0,62.0
1083,20.0,2.0,307.0,61.0
1084,20.0,2.0,307.0,13.0
1085,20.0,2.0,307.0,22.0
1086,20.0,2.0,307.0,62.0
1087,20.0,2.0,307.0,61.0
1088,20.0,2.0,307.0,13.0
1089,20.0,2.0,307.0,22.0
1090,20.0,2.0,307.0,62.0
1091,20.0,2.0,307.0,61.0
1092,20.0,2.0,307.0,13.0
1093,20.0,2.0,307.0,22.0
1094,20.0,2.0,307.0,62.0
1095,7.0,2.0,338.0,61.0
1096,8.0,2.0,206.0,61.0
1097,7.0,2.0,338.0,13.0
1098,8.0,2.0,206.0,13.0
1099,7.0,2.0,338.0,22.0
1100,8.0,2.0,206.0,22.0
1101,7.0,2.0,338.0,62.0
1102,8.0,2.0,206.0,62.0
1103,7.0,2.0,338.0,61.0
1104,8.0,2.0,206.0,61.0
1105,7.0,2.0,338.0,13.0
1106,8.0,2.0,206.0,13.0
1107,7.0,2.0,338.0,22.0
1108,8.0,2.0,206.0,22.0
1109,7.0,2.0,338.0,62.0
1110,8.0,2.0,206.0,62.0
1111,7.0,2.0,338.0,61.0
1112,8.0,2.0,206.0,61.0
1113,7.0,2.0,338.0,13.0
1114,8.0,2.0,206.0,13.0
1115,7.0,2.0,338.0,22.0
1116,8.0,2.0,206.0,22.0
1117,7.0,2.0,338.0,62.0
1118,8.0,2.0,206.0,62.0
1119,7.0,2.0,338.0,61.0
1120,8.0,2.0,206.0,61.0
1121,7.0,2.0,338.0,13.0
1122,8.0,2.0,206.0,13.0
1123,7.0,2.0,338.0,22.0
1124,8.0,2.0,206.0,22.0
1125,7.0,2.0,338.0,62.0
1126,8.0,2.0,206.0,62.0
1127,7.0,3.0,338.0,61.0
1128,8.0,3.0,206.0,61.0
1129,7.0,3.0,338.0,13.0
1130,8.0,3.0,206.0,13.0
1131,7.0,3.0,338.0,22.0
1132,8.0,3.0,206.0,22.0
1133,7.0,3.0,338.0,62.0
1134,8.0,3.0,206.0,62.0
1135,7.0,3.0,338.0,61.0
1136,8.0,3.0,206.0,61.0
1137,7.0,3.0,338.0,13.0
1138,8.0,3.0,206.0,13.0
1139,7.0,3.0,338.0,22.0
1140,8.0,3.0,206.0,22.0
1141,7.0,3.0,338.0,62.0
1142,8.0,3.0,206.0,62.0
1143,20.0,5.0,292.0,40.0
1144,20.0,5.0,18.0,40.0
1145,20.0,5.0,145.0,40.0
1146,20.0,5.0,292.0,61.0
1147,20.0,5.0,18.0,61.0
1148,20.0,5.0,145.0,61.0
1149,20.0,5.0,292.0,13.0
1150,20.0,5.0,18.0,13.0
1151,20.0,5.0,145.0,13.0
1152,20.0,5.0,292.0,22.0
1153,20.0,5.0,18.0,22.0
1154,20.0,5.0,145.0,22.0
1155,20.0,5.0,292.0,62.0
1156,20.0,5.0,18.0,62.0
1157,20.0,5.0,145.0,62.0
1158,20.0,5.0,292.0,40.0
1159,20.0,5.0,18.0,40.0
1160,20.0,5.0,145.0,40.0
1161,20.0,5.0,292.0,61.0
1162,20.0,5.0,18.0,61.0
1163,20.0,5.0,145.0,61.0
1164,20.0,5.0,292.0,13.0
1165,20.0,5.0,18.0,13.0
1166,20.0,5.0,145.0,13.0
1167,20.0,5.0,292.0,22.0
1168,20.0,5.0,18.0,22.0
1169,20.0,5.0,145.0,22.0
1170,20.0,5.0,292.0,62.0
1171,20.0,5.0,18.0,62.0
1172,20.0,5.0,145.0,62.0
1173,20.0,5.0,122.0,61.0
1174,20.0,5.0,125.0,61.0
1175,20.0,5.0,123.0,61.0
1176,20.0,5.0,126.0,61.0
1177,20.0,5.0,122.0,22.0
1178,20.0,5.0,125.0,22.0
1179,20.0,5.0,123.0,22.0
1180,20.0,5.0,126.0,22.0
1181,20.0,5.0,122.0,2.0
1182,20.0,5.0,125.0,2.0
1183,20.0,5.0,123.0,2.0
1184,20.0,5.0,126.0,2.0
1185,20.0,5.0,122.0,61.0
1186,20.0,5.0,125.0,61.0
1187,20.0,5.0,123.0,61.0
1188,20.0,5.0,126.0,61.0
1189,20.0,5.0,122.0,22.0
1190,20.0,5.0,125.0,22.0
1191,20.0,5.0,123.0,22.0
1192,20.0,5.0,126.0,22.0
1193,20.0,5.0,122.0,2.0
1194,20.0,5.0,125.0,2.0
1195,20.0,5.0,123.0,2.0
1196,20.0,5.0,126.0,2.0
1197,20.0,5.0,122.0,61.0
1198,20.0,5.0,125.0,61.0
1199,20.0,5.0,123.0,61.0
1200,20.0,5.0,126.0,61.0
1201,20.0,5.0,122.0,22.0
1202,20.0,5.0,125.0,22.0
1203,20.0,5.0,123.0,22.0
1204,20.0,5.0,126.0,22.0
1205,20.0,5.0,122.0,2.0
1206,20.0,5.0,125.0,2.0
1207,20.0,5.0,123.0,2.0
1208,20.0,5.0,126.0,2.0
1209,20.0,5.0,9.0,61.0
1210,20.0,5.0,9.0,13.0
1211,20.0,5.0,9.0,22.0
1212,20.0,5.0,9.0,61.0
1213,20.0,5.0,9.0,13.0
1214,20.0,5.0,9.0,22.0
1215,8.0,4.0,95.0,61.0
1216,8.0,4.0,19.0,61.0
1217,9.0,4.0,46.0,61.0
1218,14.0,4.0,373.0,61.0
1219,8.0,4.0,95.0,22.0
1220,8.0,4.0,19.0,22.0
1221,9.0,4.0,46.0,22.0
1222,14.0,4.0,373.0,22.0
1223,8.0,4.0,95.0,61.0
1224,8.0,4.0,19.0,61.0
1225,9.0,4.0,46.0,61.0
1226,14.0,4.0,373.0,61.0
1227,8.0,4.0,95.0,22.0
1228,8.0,4.0,19.0,22.0
1229,9.0,4.0,46.0,22.0
1230,14.0,4.0,373.0,22.0
1231,8.0,4.0,95.0,61.0
1232,8.0,4.0,19.0,61.0
1233,9.0,4.0,46.0,61.0
1234,14.0,4.0,373.0,61.0
1235,8.0,4.0,95.0,22.0
1236,8.0,4.0,19.0,22.0
1237,9.0,4.0,46.0,22.0
1238,14.0,4.0,373.0,22.0
1239,8.0,4.0,46.0,40.0
1240,8.0,4.0,221.0,40.0
1241,8.0,4.0,46.0,61.0
1242,8.0,4.0,221.0,61.0
1243,8.0,4.0,46.0,22.0
1244,8.0,4.0,221.0,22.0
1245,8.0,4.0,46.0,62.0
1246,8.0,4.0,221.0,62.0
1247,8.0,4.0,46.0,40.0
1248,8.0,4.0,221.0,40.0
1249,8.0,4.0,46.0,61.0
1250,8.0,4.0,221.0,61.0
1251,8.0,4.0,46.0,22.0
1252,8.0,4.0,221.0,22.0
1253,8.0,4.0,46.0,62.0
1254,8.0,4.0,221.0,62.0
1255,8.0,4.0,46.0,40.0
1256,8.0,4.0,221.0,40.0
1257,8.0,4.0,46.0,61.0
1258,8.0,4.0,221.0,61.0
1259,8.0,4.0,46.0,22.0
1260,8.0,4.0,221.0,22.0
1261,8.0,4.0,46.0,62.0
1262,8.0,4.0,221.0,62.0
1263,20.0,5.0,292.0,40.0
1264,20.0,5.0,18.0,40.0
1265,20.0,5.0,145.0,40.0
1266,20.0,5.0,292.0,61.0
1267,20.0,5.0,18.0,61.0
1268,20.0,5.0,145.0,61.0
1269,20.0,5.0,292.0,13.0
1270,20.0,5.0,18.0,13.0
1271,20.0,5.0,145.0,13.0
1272,20.0,5.0,292.0,22.0
1273,20.0,5.0,18.0,22.0
1274,20.0,5.0,145.0,22.0
1275,20.0,5.0,292.0,62.0
1276,20.0,5.0,18.0,62.0
1277,20.0,5.0,145.0,62.0
1278,20.0,5.0,292.0,40.0
1279,20.0,5.0,18.0,40.0
1280,20.0,5.0,145.0,40.0
1281,20.0,5.0,292.0,61.0
1282,20.0,5.0,18.0,61.0
1283,20.0,5.0,145.0,61.0
1284,20.0,5.0,292.0,13.0
1285,20.0,5.0,18.0,13.0
1286,20.0,5.0,145.0,13.0
1287,20.0,5.0,292.0,22.0
1288,20.0,5.0,18.0,22.0
1289,20.0,5.0,145.0,22.0
1290,20.0,5.0,292.0,62.0
1291,20.0,5.0,18.0,62.0
1292,20.0,5.0,145.0,62.0
1293,20.0,5.0,326.0,71.0
1294,20.0,5.0,326.0,40.0
1295,20.0,5.0,326.0,61.0
1296,20.0,5.0,326.0,13.0
1297,20.0,5.0,326.0,71.0
1298,20.0,5.0,326.0,40.0
1299,20.0,5.0,326.0,61.0
1300,20.0,5.0,326.0,13.0
1301,20.0,5.0,326.0,71.0
1302,20.0,5.0,326.0,40.0
1303,20.0,5.0,326.0,61.0
1304,20.0,5.0,326.0,13.0
1305,25.0,4.0,167.0,71.0
1306,3.0,4.0,374.0,71.0
1307,25.0,4.0,167.0,40.0
1308,3.0,4.0,374.0,40.0
1309,3.0,4.0,269.0,71.0
1310,3.0,4.0,390.0,71.0
1311,3.0,4.0,269.0,40.0
1312,3.0,4.0,390.0,40.0
1313,3.0,4.0,269.0,11.0
1314,3.0,4.0,390.0,11.0
1315,3.0,4.0,331.0,71.0
1316,20.0,4.0,408.0,71.0
1317,20.0,4.0,333.0,71.0
1318,20.0,4.0,334.0,71.0
1319,20.0,4.0,331.0,71.0
1320,3.0,4.0,331.0,10.0
1321,20.0,4.0,408.0,10.0
1322,20.0,4.0,333.0,10.0
1323,20.0,4.0,334.0,10.0
1324,20.0,4.0,331.0,10.0
1325,3.0,4.0,331.0,11.0
1326,20.0,4.0,408.0,11.0
1327,20.0,4.0,333.0,11.0
1328,20.0,4.0,334.0,11.0
1329,20.0,4.0,331.0,11.0
1330,28.0,5.0,104.0,25.0
1331,9.0,4.0,178.0,71.0
1332,9.0,4.0,304.0,71.0
1333,9.0,4.0,207.0,71.0
1334,9.0,4.0,265.0,71.0
1335,9.0,4.0,133.0,71.0
1336,9.0,4.0,81.0,71.0
1337,9.0,4.0,178.0,40.0
1338,9.0,4.0,304.0,40.0
1339,9.0,4.0,207.0,40.0
1340,9.0,4.0,265.0,40.0
1341,9.0,4.0,133.0,40.0
1342,9.0,4.0,81.0,40.0
1343,9.0,4.0,178.0,10.0
1344,9.0,4.0,304.0,10.0
1345,9.0,4.0,207.0,10.0
1346,9.0,4.0,265.0,10.0
1347,9.0,4.0,133.0,10.0
1348,9.0,4.0,81.0,10.0
1349,9.0,4.0,178.0,11.0
1350,9.0,4.0,304.0,11.0
1351,9.0,4.0,207.0,11.0
1352,9.0,4.0,265.0,11.0
1353,9.0,4.0,133.0,11.0
1354,9.0,4.0,81.0,11.0
1355,9.0,4.0,178.0,61.0
1356,9.0,4.0,304.0,61.0
1357,9.0,4.0,207.0,61.0
1358,9.0,4.0,265.0,61.0
1359,9.0,4.0,133.0,61.0
1360,9.0,4.0,81.0,61.0
1361,9.0,4.0,178.0,22.0
1362,9.0,4.0,304.0,22.0
1363,9.0,4.0,207.0,22.0
1364,9.0,4.0,265.0,22.0
1365,9.0,4.0,133.0,22.0
1366,9.0,4.0,81.0,22.0
1367,9.0,4.0,178.0,62.0
1368,9.0,4.0,304.0,62.0
1369,9.0,4.0,207.0,62.0
1370,9.0,4.0,265.0,62.0
1371,9.0,4.0,133.0,62.0
1372,9.0,4.0,81.0,62.0
1373,12.0,4.0,320.0,11.0
1374,12.0,4.0,320.0,61.0
1375,12.0,4.0,320.0,22.0
1376,12.0,4.0,320.0,62.0
1377,12.0,4.0,320.0,66.0
1378,12.0,4.0,320.0,11.0
1379,12.0,4.0,320.0,61.0
1380,12.0,4.0,320.0,22.0
1381,12.0,4.0,320.0,62.0
1382,12.0,4.0,320.0,66.0
1383,12.0,4.0,320.0,11.0
1384,12.0,4.0,320.0,61.0
1385,12.0,4.0,320.0,22.0
1386,12.0,4.0,320.0,62.0
1387,12.0,4.0,320.0,66.0
1388,3.0,4.0,280.0,71.0
1389,3.0,4.0,180.0,71.0
1390,3.0,4.0,280.0,29.0
1391,3.0,4.0,180.0,29.0
1392,3.0,4.0,331.0,71.0
1393,20.0,4.0,408.0,71.0
1394,20.0,4.0,333.0,71.0
1395,20.0,4.0,334.0,71.0
1396,20.0,4.0,331.0,71.0
1397,3.0,4.0,331.0,10.0
1398,20.0,4.0,408.0,10.0
1399,20.0,4.0,333.0,10.0
1400,20.0,4.0,334.0,10.0
1401,20.0,4.0,331.0,10.0
1402,3.0,4.0,331.0,11.0
1403,20.0,4.0,408.0,11.0
1404,20.0,4.0,333.0,11.0
1405,20.0,4.0,334.0,11.0
1406,20.0,4.0,331.0,11.0
1407,25.0,4.0,167.0,71.0
1408,3.0,4.0,374.0,71.0
1409,25.0,4.0,167.0,40.0
1410,3.0,4.0,374.0,40.0
1411,8.0,4.0,282.0,61.0
1412,0.0,4.0,148.0,61.0
1413,0.0,4.0,332.0,61.0
1414,0.0,4.0,91.0,61.0
1415,8.0,4.0,282.0,61.0
1416,0.0,4.0,148.0,61.0
1417,0.0,4.0,332.0,61.0
1418,0.0,4.0,91.0,61.0
1419,8.0,4.0,300.0,61.0
1420,8.0,4.0,161.0,61.0
1421,22.0,4.0,376.0,61.0
1422,25.0,4.0,157.0,61.0
1423,25.0,4.0,403.0,61.0
1424,8.0,4.0,300.0,22.0
1425,8.0,4.0,161.0,22.0
1426,22.0,4.0,376.0,22.0
1427,25.0,4.0,157.0,22.0
1428,25.0,4.0,403.0,22.0
1429,8.0,4.0,300.0,62.0
1430,8.0,4.0,161.0,62.0
1431,22.0,4.0,376.0,62.0
1432,25.0,4.0,157.0,62.0
1433,25.0,4.0,403.0,62.0
1434,8.0,4.0,300.0,77.0
1435,8.0,4.0,161.0,77.0
1436,22.0,4.0,376.0,77.0
1437,25.0,4.0,157.0,77.0
1438,25.0,4.0,403.0,77.0
1439,9.0,5.0,7.0,61.0
1440,9.0,5.0,156.0,61.0
1441,9.0,5.0,290.0,61.0
1442,9.0,5.0,286.0,61.0
1443,9.0,5.0,7.0,2.0
1444,9.0,5.0,156.0,2.0
1445,9.0,5.0,290.0,2.0
1446,9.0,5.0,286.0,2.0
1447,9.0,5.0,7.0,61.0
1448,9.0,5.0,156.0,61.0
1449,9.0,5.0,290.0,61.0
1450,9.0,5.0,286.0,61.0
1451,9.0,5.0,7.0,2.0
1452,9.0,5.0,156.0,2.0
1453,9.0,5.0,290.0,2.0
1454,9.0,5.0,286.0,2.0
1455,9.0,5.0,7.0,61.0
1456,9.0,5.0,156.0,61.0
1457,9.0,5.0,290.0,61.0
1458,9.0,5.0,286.0,61.0
1459,9.0,5.0,7.0,2.0
1460,9.0,5.0,156.0,2.0
1461,9.0,5.0,290.0,2.0
1462,9.0,5.0,286.0,2.0
1463,22.0,5.0,415.0,61.0
1464,22.0,5.0,394.0,61.0
1465,22.0,5.0,393.0,61.0
1466,22.0,5.0,416.0,61.0
1467,22.0,5.0,393.0,61.0
1468,22.0,5.0,415.0,22.0
1469,22.0,5.0,394.0,22.0
1470,22.0,5.0,393.0,22.0
1471,22.0,5.0,416.0,22.0
1472,22.0,5.0,393.0,22.0
1473,20.0,5.0,238.0,61.0
1474,20.0,5.0,238.0,61.0
1475,20.0,5.0,363.0,61.0
1476,19.0,5.0,244.0,61.0
1477,20.0,5.0,238.0,13.0
1478,20.0,5.0,238.0,13.0
1479,20.0,5.0,363.0,13.0
1480,19.0,5.0,244.0,13.0
1481,20.0,5.0,238.0,22.0
1482,20.0,5.0,238.0,22.0
1483,20.0,5.0,363.0,22.0
1484,19.0,5.0,244.0,22.0
1485,20.0,5.0,238.0,61.0
1486,20.0,5.0,238.0,61.0
1487,20.0,5.0,363.0,61.0
1488,19.0,5.0,244.0,61.0
1489,20.0,5.0,238.0,13.0
1490,20.0,5.0,238.0,13.0
1491,20.0,5.0,363.0,13.0
1492,19.0,5.0,244.0,13.0
1493,20.0,5.0,238.0,22.0
1494,20.0,5.0,238.0,22.0
1495,20.0,5.0,363.0,22.0
1496,19.0,5.0,244.0,22.0
1497,20.0,5.0,238.0,61.0
1498,20.0,5.0,238.0,61.0
1499,20.0,5.0,363.0,61.0
1500,19.0,5.0,244.0,61.0
1501,20.0,5.0,238.0,13.0
1502,20.0,5.0,238.0,13.0
1503,20.0,5.0,363.0,13.0
1504,19.0,5.0,244.0,13.0
1505,20.0,5.0,238.0,22.0
1506,20.0,5.0,238.0,22.0
1507,20.0,5.0,363.0,22.0
1508,19.0,5.0,244.0,22.0
1509,3.0,5.0,123.0,61.0
1510,3.0,5.0,123.0,61.0
1511,3.0,5.0,203.0,61.0
1512,3.0,5.0,123.0,22.0
1513,3.0,5.0,123.0,22.0
1514,3.0,5.0,203.0,22.0
